Nominal Target (%),Empirical PICP (%),Coverage Gap (%),MPIW (kW),Normalized MPIW (%),Winkler Score
80.0,74.13812785388127,-5.861872146118728,19870.1811321168,8.848902365111824,39027.93811166906
90.0,86.5439497716895,-3.4560502283105023,29989.59861729277,13.355440917666437,51257.714710503016
95.0,93.24486301369863,-1.7551369863013662,46784.933238048274,20.83500415165368,69575.47676754731
