meter,WMAPE,RMSE,MAE,NRMSE
MT_001,0.4107670925748255,3.8985100207815258,1.7373925926209852,0.9217143168513516
MT_002,0.058167002244454334,2.620345764958338,1.551938978229543,0.09821111534002233
MT_003,0.1175016373924268,0.28273430152350704,0.20384392045423436,0.16297637575840732
MT_004,0.09436220780340597,15.635601929962025,11.420195662722044,0.129193050804065
MT_005,0.124549216901426,8.64867798937724,6.477701062904485,0.16629141424543353
MT_006,0.09028494399440931,22.927765581244568,16.82980205856678,0.12299800224720495
MT_007,0.26836298218401405,3.482346118621519,1.5737216713185687,0.5938361315232975
MT_008,0.07996462133204427,27.28007209343577,20.08373756856823,0.10861726446159567
MT_009,0.1494645625473402,10.795902468520698,7.597193549812254,0.2123948572826702
MT_010,0.19869183113238917,17.30884981739802,10.884138425625737,0.3159760497824259
MT_011,0.0994050940585504,5.300376245223439,3.935414920456549,0.1338828077475038
MT_012,0.09838033435227253,20.546576064600135,14.425489641102285,0.1401255051523716
MT_013,0.14111692758261285,18.951673523910753,11.593423849111014,0.2306826676097164
MT_014,0.09823845379703307,6.823545540310006,4.48491534995119,0.14946426208490002
MT_015,0.0941453748770569,6.381482634042245,4.489253721477959,0.13382782799265433
MT_016,0.10390281672366947,5.0603523556012,3.4194953986588654,0.1537609506851317
MT_017,0.07673834849413672,5.084851144595368,3.7396198641288727,0.1043429795947095
MT_018,0.11276060044729963,37.39062075374303,27.687763622984633,0.15227625115194618
MT_019,0.12589952985182074,1.3737247450945922,1.0188125312665026,0.16975772700618713
MT_020,0.13616540994114548,7.717396571942535,5.99661021701692,0.1752394152474528
MT_021,0.08826652735687429,22.465198333594866,14.00708059750209,0.1415659051496767
MT_022,0.1438478548105911,6.6864540747458685,4.143748390663544,0.23211642799279847
MT_023,0.14585708762336183,2.071481270285394,1.5489605465553618,0.1950599876943804
MT_024,0.11937133684220284,5.187785682457929,3.788974110376804,0.1634407874336881
MT_025,0.11312544197763885,32.5272637039919,23.74363157083214,0.15497465380812145
MT_026,0.12629667563110578,3.682494570431615,2.606561127588867,0.1784292788503781
MT_027,0.11360812804596171,3.388471309437899,2.4723391503428016,0.15570593635962612
MT_028,0.09261105222783765,8.812173033704351,6.376966289499543,0.12797693762454923
MT_029,0.1417341676879205,17.923110160239197,11.369372012784014,0.22343512887818398
MT_030,0.09410016392783992,5.157001227527302,3.564015003907703,0.13615954488247656
MT_031,0.08967452673679835,10.453150176449327,7.746324874213735,0.12100980919379777
MT_032,0.13271843544450296,4.404432425390305,3.2230109254915367,0.18136748339743528
MT_033,0.09274321470124554,5.414812664890677,3.889011991315206,0.1291297467501887
MT_034,0.10944731095162712,2.3529524910381547,1.6513741873787235,0.1559454694818954
MT_035,0.10052662204287549,17.802713761357555,12.167129891381318,0.1470886473311343
MT_036,0.26872617855408776,15.899569571710195,10.269804700045366,0.41603815227777996
MT_037,0.09783939433044822,16.104704922720163,10.726386622116486,0.14689705219656005
MT_038,0.08280364951427237,13.629075346154,9.746336234537473,0.11579091373509368
MT_040,0.22032756199141976,16.79684990048544,8.369471336698188,0.44217954023960754
MT_041,0.08429597046091,9.69856651913464,7.357581236659348,0.1111166904602669
MT_042,0.10177610387510856,6.1560795997430064,4.561465346124095,0.13735537799037703
MT_043,0.09491274288825131,149.8090646799538,107.94366855423591,0.1317241615811277
MT_044,0.0974811795019152,4.2361040310407825,3.0224422996849185,0.1366247479668085
MT_045,0.1530376018920354,24.369450126580816,14.741976900104312,0.25298114574939384
MT_046,0.11511946187769033,20.43947964633421,15.082601451482653,0.15600636969126405
MT_047,0.11557170831772598,4.4549912952925315,3.2358688407518708,0.15911366618244138
MT_048,0.14871604856511647,2.906956187716908,2.2593692902756026,0.1913414683690063
MT_049,0.08003148799477983,100.1656874946943,74.5429650057673,0.1075407855805075
MT_050,0.09462597980490782,21.797081703405972,15.675546498526826,0.13157883926192032
MT_051,0.12131506241537866,8.876877763836253,6.793052410486818,0.15852946729970938
MT_052,0.1010061734774189,4.414861714727275,3.3897107937258024,0.131553490953255
MT_053,0.10443259316221051,9.50035814984444,6.894275492578813,0.1439088180659403
MT_054,0.07059836759390734,6.796864026120301,5.066304787916633,0.0947135091726625
MT_055,0.14985120743446542,4.5234946563730905,2.880136153762289,0.23535385130851907
MT_056,0.07451508974349577,3.800666919147313,2.7767610894874664,0.10199186297935049
MT_057,0.16452899636267226,6.008269366673622,4.439317545844341,0.2226771386743374
MT_058,0.10528451606203118,11.976406226900824,8.775586991011764,0.14368613006207276
MT_059,0.13647278528268672,21.60928412868999,16.273732406632416,0.18121713687545773
MT_060,0.09338448355201862,3.33368042847705,2.483225994569391,0.12536677121680403
MT_061,0.11394889294606178,11.231216410116076,8.38054803065377,0.1527089483514997
MT_062,0.08190017964339971,6.720219916139105,5.08199041576927,0.10830150656465419
MT_063,0.11076223463257716,3.310802379205952,2.390249094154402,0.15341993888609168
MT_064,0.1010763204215204,210.22868447171928,150.18065023340952,0.14149054382460702
MT_065,0.10119475403980867,9.153561207508897,6.788429833163897,0.13645163870692584
MT_066,0.22230657647037957,9.087881186693464,7.131560230082782,0.28328944702188164
