meter,WMAPE,RMSE,MAE,NRMSE
MT_001,0.5406078041057074,5.086001331329745,2.2867077444693593,1.2023976470359656
MT_002,0.07633172633381598,3.4173625831729986,2.0365873571264146,0.1280834748234137
MT_003,0.0005288207021424245,0.03314573935101032,0.0009174075147740917,0.01910618005014632
MT_004,0.11053999214832935,17.885686987410196,13.37811363548993,0.14778493837209772
MT_005,0.16721251555285682,11.67743282202169,8.696583701404807,0.224526432954854
MT_006,0.11176870752891752,28.41379221936104,20.83453941301668,0.15242827160215916
MT_007,0.5075153942257561,6.434490186241963,2.9761480809346725,1.097258178929985
MT_008,0.09346549183078617,31.458428278025142,23.474586365538645,0.12525364346975426
MT_009,0.18733911249141466,13.6418331603746,9.522334075654479,0.2683847149990772
MT_010,0.24689859589761146,21.009605597650665,13.524856454977707,0.38353398719536336
MT_011,0.1280935438088409,6.841721019287433,5.071181193415977,0.17281581108752053
MT_012,0.11000808798592113,22.601116380648953,16.13046493617367,0.1541372557592412
MT_013,0.1517982529613654,20.878835333713855,12.470945309558415,0.25414037579786436
MT_014,0.1041097532503857,7.8695676025347865,4.752959888772061,0.17237653177392875
MT_015,0.09971315014555585,6.701123941542614,4.754749035263715,0.14053111379199376
MT_016,0.13354373665159514,6.409122686438887,4.394993392857787,0.1947439087386255
MT_017,0.08670432669995357,5.9551640793468845,4.225282779676185,0.12220211493799508
MT_018,0.1384005884586812,46.429118888636815,33.98352583548794,0.189086247463326
MT_019,0.15641505285242227,1.7156178430352864,1.2657522717703422,0.21200708983725378
MT_020,0.17174828877700601,9.693882305840255,7.56365029621342,0.22011960262986532
MT_021,0.11006487368050044,30.097444783919066,17.466276319712808,0.18966100144133974
MT_022,0.17162267615915314,8.059277041329569,4.943842847516003,0.2797731919079827
MT_023,0.17158755404157636,2.4911503095882908,1.8222107394373035,0.23457791084261015
MT_024,0.1465591378753178,6.423954827640102,4.651944040660172,0.2023862009215634
MT_025,0.1447121841793062,41.21457723179443,30.373298215648354,0.19636496006768492
MT_026,0.1450758208612446,4.205498062973937,2.994132611332419,0.20377056156668033
MT_027,0.14882065269869768,4.38518394664925,3.238633822904874,0.2015065527101923
MT_028,0.10868634721392362,10.376806679273884,7.483871046048866,0.15069971232478116
MT_029,0.12966741525269665,20.799796783522897,10.401423354671426,0.25929680917078357
MT_030,0.11666444215659104,6.576017015813342,4.418630158683481,0.1736256100217936
MT_031,0.11060878214863352,12.874518488620748,9.55468170999392,0.14904052840262672
MT_032,0.1723745505122841,5.725121747697535,4.186042863729337,0.23575135755018728
MT_033,0.10495010618105216,6.050151111084554,4.400884989189775,0.1442809805481044
MT_034,0.139035517572841,3.026855881923884,2.0978100133506947,0.20060943149446803
MT_035,0.12447324048754246,22.058519506591054,15.065482697380732,0.18225074220956877
MT_036,0.32419864095062045,18.963857263086776,12.389774395994944,0.49622023415225985
MT_037,0.12910830376580315,22.501557416544898,14.154478283464636,0.20524514234712152
MT_038,0.08854845497954587,14.518119345462992,10.422523890456109,0.12334411998101408
MT_039,0.11360046196796054,6.982782651012521,4.721683174330894,0.16800096611507462
MT_040,0.23385751685510536,20.29093075097644,8.88342686906525,0.5341617317328753
MT_041,0.1031023488232105,11.922428199677258,8.999053015338776,0.1365955227697401
MT_042,0.1279528143522059,7.719547678309572,5.734669597127122,0.17223971394281729
MT_043,0.10828043766603836,166.9686896265797,123.14666417439778,0.1468122820094195
MT_044,0.11987468882618871,5.224377904307857,3.7167618613264874,0.16849900503601498
MT_045,0.1745679549358495,28.97114414853799,16.815976775291304,0.30075168714511796
MT_046,0.1431180607701131,25.490014380554765,18.750892645746607,0.19455508044705344
MT_047,0.1435305241670461,5.499735315949044,4.0186820599042115,0.19642755533066394
MT_048,0.1859028487392545,3.6475755135706414,2.8243299325715463,0.24009046221697186
MT_049,0.0972577267075593,121.68316538065245,90.58783611489213,0.13064257356244202
MT_050,0.11445042188533179,26.352340164648925,18.959623073265977,0.15907681486361436
MT_051,0.15875525523112802,11.720418842986629,8.88952078788656,0.20931140488130082
MT_052,0.12838275023382778,5.627177326354611,4.308453426295764,0.16767791820647843
MT_053,0.12782816171506162,11.874531854148657,8.438769314142123,0.17987214979309732
MT_054,0.08237082214891295,7.890667086881353,5.911123795923032,0.10995552752559
MT_055,0.2027792985336638,6.170370403600407,3.8974126331065886,0.3210394946397125
MT_056,0.0937085623962462,4.740160152465466,3.4919945840421875,0.1272034027330392
MT_057,0.19060963268871478,7.4559562234950585,5.143024667437491,0.27633098594715294
MT_058,0.1400209906642552,16.06055980080425,11.67091259096311,0.19268548850861938
MT_059,0.15050035258097655,24.86104918965558,17.946453279556206,0.20848669150903626
MT_060,0.1160841324515401,4.12139820219482,3.08684188524882,0.15498977679271647
MT_061,0.1355561563457345,13.805684922250052,9.969687723460263,0.18771356091491895
MT_062,0.10962548326817012,8.984439568416576,6.802374032861022,0.14479114568286777
MT_063,0.1289646315947656,3.858862517052007,2.7830568322307987,0.17881660809907288
MT_064,0.11892706696085267,258.52592193964097,176.7035461129663,0.1739961099024926
MT_065,0.13093185103780705,11.704233669829216,8.783278265064709,0.17447437427379225
MT_066,0.17338912542665658,11.992179619571427,5.8533006008332755,0.3552377842854772
MT_067,0.14721925332901994,39.13166908716412,28.990696660623158,0.19871668390623495
MT_068,0.11061705952453277,20.87083477536569,14.842937120509474,0.15553999548265093
MT_069,0.10776461835307408,24.116607118662913,17.77924670255892,0.1461770009490719
MT_070,0.10735851336017034,5.99590667168126,4.408800380210899,0.14600607217495173
MT_071,0.09286143014296482,5.96800513747535,4.323644594596401,0.12817831809282995
MT_072,0.10688247020028695,13.593759501643014,10.106697428172037,0.14375958171996192
MT_073,0.20815715046707794,16.439013677870978,10.032604312927347,0.34107776375329696
MT_074,0.09534398600442962,11.727699189710268,8.554733739541545,0.13070723431630962
MT_075,0.10130264042217908,6.994374315487802,5.078752810497806,0.13951231979540576
MT_076,0.12112586383675823,10.27978470347141,7.601160425056605,0.16381022536497716
MT_077,0.17063556472308247,9.576450331518654,6.330639048063592,0.25812291586282543
MT_078,0.10196873829231937,5.14066150467946,3.86713606168146,0.13554908833286308
MT_079,0.22451863442330236,11.998548760545145,7.99595234993522,0.3369076833981918
MT_080,0.1710690085309705,3.661233915166228,2.5621170874225765,0.24445551647193273
MT_081,0.11153420926609049,14.947921836375372,10.945054246954722,0.15232493184356086
MT_082,0.0867697336063089,5.594720092973048,3.990115890383176,0.12166372742184099
MT_083,0.09034082174717357,8.739744369278126,6.381374529072139,0.12372815364209967
MT_084,0.13656676992335295,51.96797851767297,34.10939046286013,0.20806877136466104
MT_085,0.11010723461898005,17.795519418170805,13.21638611508831,0.1482565214636252
MT_086,0.13675120006369243,90.53442122880504,61.62905551233248,0.20089048334731407
MT_087,0.12269680606844051,19.982018849306243,14.260144369242942,0.17192882681449395
MT_088,0.18190108737574984,39.07763857430332,25.678970009442335,0.2768126971653677
MT_089,0.1357691117160846,36.149010997101946,26.35831177506817,0.18620005538950388
